software01,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,CloAct
jgap(18)3%=0.03,0.393700794,0,0.131233596,0.196850397,0.196850397,0.196850397,0.131233596,0.131233596,0.131233596,0.131233596,0.196850397,0.137741047
jhotdraw(9)3%=0.03,0.394944714,0,0.394944714,0.473933654,0.473933654,0.473933654,0.315955767,0.394944714,0.315955767,0.394944714,0.394944714,0.499002007
jmeter_core(14)3%=0.03,0.091743122,0,0.183486244,0.091743122,0.091743122,0.183486244,0.091743122,0.183486244,0.183486244,0.183486244,0.183486244,0.18682859
JPMC(24)3%=0.03,0,0,0,0,0,0,0,0,0.070397749,0,0,0
Maze(27)3%=0.03,0.1375989,0,0.06879945,0.1375989,0.1375989,0.06879945,0.1375989,0.1375989,0.1375989,0.1375989,0.1375989,0.069084629
neuroph(24)3%=0.03,0.27322405,0,0.136612025,0.136612025,0.136612025,0.204918033,0.341530048,0.27322405,0.27322405,0.204918033,0.27322405,0.280997548
tomcat(28)3%=0.03,0.32664489,0,0.32664489,0.11665889,0.11665889,0.256649555,0.256649555,0.186654226,0.139990668,0.209986,0.233317781,0.312387357
Xerces(6)3%=0.03,0.10920011,0,0.163800164,0.054600055,0.054600055,0.054600055,0.054600055,0.054600055,0,0.054600055,0.054600055,0.056497175
ant_main(10)4%=0.04,0.130434784,0,0.086956522,0.086956522,0.086956522,0.086956522,0.217391304,0.304347825,0.260869567,0.304347825,0.304347825,0.310283687
argouml(12)4%=0.04,0.261780105,0,0.305410119,0.305410119,0.305410119,0,0.392670157,0.392670157,0.392670157,0.392670157,0.392670157,0.405040504
jedit(7)4%=0.04,0.236966825,0,0.236966825,0.236966825,0.236966825,0.236966825,0.197472355,0.236966825,0.236966825,0.236966825,0.276461295,0.277337559
jgap(18)4%=0.04,0.346420329,0,0.173210164,0.28868361,0.28868361,0.28868361,0.173210164,0.173210164,0.173210164,0.173210164,0.173210164,0.183374086
jhotdraw(9)4%=0.04,0.390117039,0,0.390117039,0.455136543,0.455136543,0.455136543,0.325097534,0.325097534,0.325097534,0.390117039,0.390117039,0.505902198
jmeter_core(14)4%=0.04,0.081967215,0,0.16393443,0.16393443,0.16393443,0.245901641,0.081967215,0.245901641,0.245901641,0.245901641,0.245901641,0.251256283
JPMC(24)4%=0.04,0,0,0,0.133868812,0.133868812,0,0,0,0.066934406,0,0,0
Maze(27)4%=0.04,0.134408603,0,0.067204302,0.134408603,0.134408603,0.067204302,0.134408603,0.134408603,0.134408603,0.134408603,0.134408603,0.135135136
neuroph(24)4%=0.04,0.322164943,0,0.257731965,0.257731965,0.257731965,0.193298969,0.386597938,0.386597938,0.322164943,0.322164943,0.322164943,0.400534045
tomcat(28)4%=0.04,0.323932928,0,0.323932928,0.152439026,0.152439026,0.209603657,0.266768293,0.171493902,0.152439026,0.209603657,0.266768293,0.314836682
Xerces(6)4%=0.04,0.085397097,0,0.128095645,0.042698548,0.042698548,0.042698548,0.042698548,0.042698548,0,0.042698548,0.042698548,0.044247788
ant_main(10)5%=0.05,0.145454546,0,0.072727273,0.10909091,0.10909091,0.072727273,0.181818182,0.254545454,0.254545454,0.254545454,0.254545454,0.259740259
argouml(12)5%=0.05,0.220994475,0,0.257826886,0.331491713,0.331491713,0.110497238,0.331491713,0.331491713,0.331491713,0.331491713,0.331491713,0.342530923
jedit(7)5%=0.05,0.194963445,0,0.194963445,0.194963445,0.194963445,0.194963445,0.162469537,0.194963445,0.227457352,0.194963445,0.227457352,0.228198859
jgap(18)5%=0.05,0.309278355,0,0.154639177,0.257731964,0.257731964,0.257731964,0.206185568,0.154639177,0.154639177,0.154639177,0.154639177,0.219780221
jhotdraw(9)5%=0.05,0.331491715,0,0.331491715,0.386740333,0.386740333,0.441988951,0.386740333,0.331491715,0.276243097,0.386740333,0.386740333,0.510948908
jmeter_core(14)5%=0.05,0.222222223,0,0.148148152,0.148148152,0.148148152,0.222222223,0.148148152,0.222222223,0.222222223,0.222222223,0.222222223,0.30360532
JPMC(24)5%=0.05,0,0,0,0.127591709,0.127591709,0,0,0,0.063795855,0,0,0
Maze(27)5%=0.05,0.131362891,0,0.065681445,0.197044336,0.197044336,0.131362891,0.197044336,0.197044336,0.197044336,0.197044336,0.197044336,0.198347109
neuroph(24)5%=0.05,0.304878043,0,0.304878043,0.304878043,0.304878043,0.182926829,0.365853659,0.426829258,0.426829258,0.426829258,0.365853659,0.445151022
tomcat(28)5%=0.05,0.305958129,0,0.305958129,0.144927536,0.144927536,0.273752014,0.241545892,0.193236715,0.128824478,0.241545892,0.273752014,0.283215328
Xerces(6)5%=0.05,0.105170903,0,0.105170903,0.035056968,0.035056968,0.070113935,0.035056968,0.035056968,0,0.035056968,0.035056968,0.036363636
ant_main(10)6%=0.06,0.125,0,0.0625,0.125,0.125,0.0625,0.15625,0.218749999,0.218749999,0.250000001,0.218749999,0.223356732
argouml(12)6%=0.06,0.191204589,0,0.223072019,0.318674313,0.318674313,0.095602294,0.286806883,0.286806883,0.318674313,0.318674313,0.350541748,0.32970656
jedit(7)6%=0.06,0.165608612,0,0.165608612,0.193210047,0.193210047,0.165608612,0.138007177,0.165608612,0.193210047,0.193210047,0.193210047,0.193852119
jgap(18)6%=0.06,0.279329612,0,0.139664806,0.232774679,0.232774679,0.279329612,0.232774679,0.18621974,0.139664806,0.18621974,0.18621974,0.199600799
jhotdraw(9)6%=0.06,0.28818444,0,0.28818444,0.336215179,0.336215179,0.384245918,0.336215179,0.336215179,0.28818444,0.336215179,0.384245918,0.450450453
jmeter_core(14)6%=0.06,0.270270276,0,0.202702704,0.202702704,0.202702704,0.202702704,0.202702704,0.202702704,0.202702704,0.270270276,0.270270276,0.346981267
JPMC(24)6%=0.06,0,0,0,0.182815356,0.182815356,0,0,0.060938453,0.060938453,0.060938453,0,0
Maze(27)6%=0.06,0.192678229,0,0.128452152,0.256904305,0.256904305,0.192678229,0.256904305,0.256904305,0.256904305,0.256904305,0.256904305,0.194174759
neuroph(24)6%=0.06,0.289351847,0,0.289351847,0.347222222,0.347222222,0.173611111,0.347222222,0.462962973,0.520833333,0.462962973,0.405092583,0.546448087
tomcat(28)6%=0.06,0.278862243,0,0.292805354,0.153374232,0.153374232,0.237032906,0.237032906,0.181260456,0.125488009,0.223089796,0.250976017,0.274447492
Xerces(6)6%=0.06,0.118941422,0,0.089206066,0.029735355,0.029735355,0.059470711,0.029735355,0.029735355,0,0.029735355,0.029735355,0.030864198
ant_main(10)7%=0.07,0.136986301,0,0.054794521,0.136986301,0.136986301,0.054794521,0.164383563,0.219178083,0.191780821,0.219178083,0.219178083,0.223901484
argouml(12)7%=0.07,0.196573995,0,0.196573995,0.308901995,0.308901995,0.112327998,0.252737995,0.252737995,0.280819993,0.280819993,0.308901995,0.290824486
jedit(7)7%=0.07,0.143936668,0,0.143936668,0.167926113,0.167926113,0.143936668,0.119947223,0.167926113,0.167926113,0.167926113,0.167926113,0.168491997
jgap(18)7%=0.07,0.339558575,0,0.127334467,0.212224113,0.212224113,0.297113754,0.212224113,0.212224113,0.127334467,0.169779287,0.212224113,0.2285192
jhotdraw(9)7%=0.07,0.297366186,0,0.254885303,0.297366186,0.297366186,0.339847069,0.297366186,0.297366186,0.297366186,0.297366186,0.382327952,0.460299195
jmeter_core(14)7%=0.07,0.24844721,0,0.310559009,0.186335405,0.186335405,0.186335405,0.24844721,0.24844721,0.24844721,0.24844721,0.310559009,0.319590927
JPMC(24)7%=0.07,0,0,0,0.233304175,0.233304175,0,0,0.058326044,0.058326044,0.058326044,0,0
Maze(27)7%=0.07,0.188501415,0,0.12566761,0.25133522,0.25133522,0.188501415,0.25133522,0.25133522,0.25133522,0.25133522,0.25133522,0.25356577
neuroph(24)7%=0.07,0.330396476,0,0.275330392,0.330396476,0.330396476,0.165198238,0.330396476,0.495594714,0.550660784,0.440528643,0.385462546,0.522799884
tomcat(28)7%=0.07,0.270469633,0.012294074,0.258175559,0.135234816,0.135234816,0.245881486,0.221293336,0.184411113,0.135234816,0.221293336,0.245881486,0.267737617
Xerces(6)7%=0.07,0.103265781,0,0.077449335,0.05163289,0.05163289,0.05163289,0.025816445,0.025816445,0,0.025816445,0.025816445,0.080428954
ant_main(10)8%=0.08,0.146341464,0,0.048780488,0.12195122,0.12195122,0.12195122,0.146341464,0.195121952,0.195121952,0.195121952,0.195121952,0.199401795
argouml(12)8%=0.08,0.17570281,0,0.17570281,0.276104419,0.276104419,0.125502008,0.225903614,0.225903614,0.276104419,0.276104419,0.276104419,0.286160251
jedit(7)8%=0.08,0.127280441,0,0.127280441,0.148493848,0.148493848,0.127280441,0.106067035,0.148493848,0.148493848,0.148493848,0.148493848,0.148999574
jgap(18)8%=0.08,0.351014041,0,0.156006241,0.195007804,0.195007804,0.312012481,0.234009363,0.195007804,0.156006241,0.156006241,0.234009363,0.252951099
jhotdraw(9)8%=0.08,0.30464585,0,0.30464585,0.30464585,0.30464585,0.30464585,0.266565119,0.266565119,0.266565119,0.30464585,0.34272658,0.416233091
jmeter_core(14)8%=0.08,0.229885062,0,0.344827588,0.172413794,0.172413794,0.229885062,0.287356325,0.229885062,0.229885062,0.287356325,0.287356325,0.296208534
JPMC(24)8%=0.08,0,0.055928413,0,0.223713651,0.223713651,0,0,0.055928413,0.055928413,0.055928413,0,0
Maze(27)8%=0.08,0.246002462,0.061500615,0.184501846,0.307503067,0.307503067,0.246002462,0.307503067,0.307503067,0.307503067,0.307503067,0.307503067,0.310558998
neuroph(24)8%=0.08,0.31512605,0,0.31512605,0.367647051,0.367647051,0.157563025,0.367647051,0.525210076,0.5777311,0.472689076,0.367647051,0.556792864
tomcat(28)8%=0.08,0.241864555,0.010993844,0.241864555,0.131926122,0.131926122,0.230870712,0.21987687,0.186895339,0.120932278,0.208883024,0.263852243,0.273847559
Xerces(6)8%=0.08,0.091240876,0,0.114051095,0.045620438,0.045620438,0.045620438,0.045620438,0.022810219,0,0.022810219,0.045620438,0.09478673
ant_main(10)9%=0.09,0.131868132,0,0.043956044,0.131868132,0.131868132,0.153846154,0.131868132,0.175824176,0.175824176,0.175824176,0.175824176,0.179734891
argouml(12)9%=0.09,0.181529386,0,0.158838211,0.249602905,0.249602905,0.136147039,0.226911731,0.226911731,0.249602905,0.249602905,0.249602905,0.258853984
jedit(7)9%=0.09,0.114079285,0,0.114079285,0.133092499,0.133092499,0.114079285,0.114079285,0.133092499,0.133092499,0.133092499,0.133092499,0.133549556
jgap(18)9%=0.09,0.324675325,0,0.216450219,0.216450219,0.216450219,0.288600289,0.216450219,0.180375183,0.180375183,0.180375183,0.216450219,0.234741787
jhotdraw(9)9%=0.09,0.27605245,0,0.27605245,0.27605245,0.27605245,0.27605245,0.241545894,0.241545894,0.241545894,0.27605245,0.310559006,0.379867047
jmeter_core(14)9%=0.09,0.267379682,0,0.320855616,0.213903747,0.213903747,0.213903747,0.267379682,0.213903747,0.213903747,0.267379682,0.320855616,0.276014355
JPMC(24)9%=0.09,0,0.053720119,0,0.214880477,0.214880477,0,0,0.053720119,0.107440238,0.053720119,0,0
Maze(27)9%=0.09,0.240891299,0.060222825,0.180668474,0.361336949,0.361336949,0.301114114,0.361336949,0.361336949,0.361336949,0.361336949,0.301114114,0.304413995
neuroph(24)9%=0.09,0.351405615,0,0.351405615,0.401606433,0.401606433,0.200803216,0.401606433,0.502008025,0.602409639,0.502008025,0.401606433,0.588078062
tomcat(28)9%=0.09,0.238616027,0.009942335,0.218731357,0.119308014,0.119308014,0.218731357,0.208789024,0.169019686,0.119308014,0.19884669,0.248558361,0.24781868
Xerces(6)9%=0.09,0.081724385,0,0.10215548,0.040862192,0.040862192,0.061293288,0.040862192,0.020431096,0.020431096,0.020431096,0.061293288,0.08492569
